4c%dec%1%{"eSP",0,0}
4d%dec%1%{"eBP",0,0}
4e%dec%1%{"eSI",0,0}
4f%dec%1%{"eDI",0,0}
50%push%1%{"eAX",0,0}
51%push%1%{"eCX",0,0}
52%push%1%{"eDX",0,0}
53%push%1%{"eBX",0,0}
54%push%1%{"eSP",0,0}
55%push%1%{"eBP",0,0}
56%push%1%{"eSI",0,0}
57%push%1%{"eDI",0,0}
58%pop%1%{"eAX",0,0}
59%pop%1%{"eCX",0,0}
5a%pop%1%{"eDX",0,0}
5b%pop%1%{"eBX",0,0}
5c%pop%1%{"eSP",0,0}
5d%pop%1%{"eBP",0,0}
5e%pop%1%{"eSI",0,0}
5f%pop%1%{"eDI",0,0}
60%     //FIXME
61%     //FIXME
62%     //FIXME
63%     //FIXME
64%     //FIXME
65%     //FIXME
66%     //FIXME
67%     //FIXME
68%     //FIXME
69%     //FIXME
6a%     //FIXME
6b%     //FIXME
6c%     //FIXME
6d%     //FIXME
6e%     //FIXME
6f%     //FIXME
70%jo%1%{"Jb",0,0}
71%jno%1%{"Jb",0,0}
72%jb/jnae/jc%1%{"Jb",0,0}
73%jnb/jae/jnc%1%{"Jb",0,0}
74%jz/je%1%{"Jb",0,0}
75%jnz/jne%1%{"Jb",0,0}
76%jbe/jna%1%{"Jb",0,0}
77%jnbe/ja%1%{"Jb",0,0}
78%js%1%{"Jb",0,0}
79%jns%1%{"Jb",0,0}
7a%jp/jpe%1%{"Jb",0,0}
7b%jnp/jpo%1%{"Jb",0,0}
7c%jl/jnge%1%{"Jb",0,0}
7d%jnl/jge%1%{"Jb",0,0}
7e%jle/jng%1%{"Jb",0,0}
7f%jnle/jg%1%{"Jb",0,0}
80%     //FIXME
81%     //FIXME
82%     //FIXME
83%     //FIXME
84%test%2%{"Eb","Gb",0}
85%test%2%{"Ev","Gv",0}
86%xchg%2%{"Eb","Gb",0}
87%xchg%2%{"Ev","Gv",0}
88%mov%2%{"Eb","Gb",0}
89%mov%2%{"Ev","Gv",0}
8a%mov%2%{"Gb","Eb",0}
8b%mov%2%{"Gv","Ev",0}
8c%mov%2%{"Ew","Sw",0}
8d%lea%2%{"Gv","M",0}
8e%mov%2%{"Sw","Ew",0}
8f%pop%1%{"Ev",0,0}
90%nop%0%{0,0,0}
91%xchg%1%{"eCX",0,0}
92%xchg%1%{"eDX",0,0}
93%xchg%1%{"eBX",0,0}
94%xchg%1%{"eSP",0,0}
95%xchg%1%{"eBP",0,0}
96%xchg%1%{"eSI",0,0}
97%xchg%1%{"eDI",0,0}
98%cbw%0%{0,0,0}
99%cwd%0%{0,0,0}
9a%call%1%{"Ap",0,0}
9b%wait%0%{0,0,0}
9c%pushf%1%{"Fv",0,0}
9d%popf%1%{"Fv",0,0}
9e%sahf%0%{0,0,0}
9f%lahf%0%{0,0,0}
a0%mov%2%{"AL","Ob",0}
a1%mov%2%{"eAX","Ov",0}
a2%mov%2%{"Ob","AL",0}
a3%mov%2%{"Ov","eAX",0}
a4%movsb%2%{"Xb","Yb",0}
a5%movsw%2%{"Xv","Yv",0}
a6%cmpsw%2%{"Xb","Yb",0}
a7%cmpsw%2%{"Xv","Yv",0}
a8%test%2%{"AL","Ib",0}
a9%test%2%{"eAX","Iv",0}
aa%stosb%2%{"Yb","AL",0}
ab%stosw%2%{"Yv","eAX",0}
ac%lodsb%2%{"AL","Xb",0}
ad%lodsw%2%{"eAX","Xv",0}
ae%scasb%2%{"AL","Yb",0}
af%scasw%2%{"eAX","Yv",0}
b0%mov%2%{"AL","Ib",0}
b1%mov%2%{"CL","Ib",0}
b2%mov%2%{"DL","Ib",0}
b3%mov%2%{"BL","Ib",0}
b4%mov%2%{"AH","Ib",0}
b5%mov%2%{"CH","Ib",0}
b6%mov%2%{"DH","Ib",0}
b7%mov%2%{"BH","Ib",0}
b8%mov%2%{"eAX","Iv",0}
b9%mov%2%{"eCX","Iv",0}
ba%mov%2%{"eDX","Iv",0}
bb%mov%2%{"eBX","Iv",0}
bc%mov%2%{"eSP","Iv",0}
bd%mov%2%{"eBP","Iv",0}
be%mov%2%{"eSI","Iv",0}
bf%mov%2%{"eDI","Iv",0}
c0%     //FIXME
c1%     //FIXME
c2%ret%1%{"Iw",0,0}
c3%ret%0%{0,0,0}
c4%les%2%{"Gv","Mp",0}
c5%lds%2%{"Gv","Mp",0}
c6%mov%2%{"Eb","Ib",0}
c7%mov%2%{"Ev","Iv",0}
c8%     //FIXME
c9%     //FIXME
ca%ret%1%{"Iw",0,0}
cb%ret%0%{0,0,0}
cc%int 3%0%{0,0,0}
cd%int%1%{"Ib",0,0}
ce%into%0%{0,0,0}
cf%iret%0%{0,0,0}
d0%     //FIXME
d1%     //FIXME
d2%     //FIXME
d3%     //FIXME
d4%aam%0%{0,0,0}
d5%aad%0%{0,0,0}
d6%     //FIXME
d7%xlat%0%{0,0,0}
d8%esc 0%0%{0,0,0}
d9%esc 1%0%{0,0,0}
da%esc 2%0%{0,0,0}
db%esc 3%0%{0,0,0}
dc%esc 4%0%{0,0,0}
dd%esc 5%0%{0,0,0}
de%esc 6%0%{0,0,0}
df%esc 7%0%{0,0,0}
e0%loopne/loopnz%1%{"Jb",0,0}
e1%loope/loopz%1%{"Jb",0,0}
e2%loop%1%{"Jb",0,0}
e3%jcxz%1%{"Jb",0,0}
e4%in%2%{"AL","Ib",0}
e5%in%2%{"eAX","Ib",0}
e6%out%2%{"Ib","AL",0}
e7%out%2%{"Ib","eAX",0}
e8%call%1%{"Jv",0,0}
e9%jmp%1%{"Jv",0,0}
ea%jmp%1%{"Ap",0,0}
eb%jmp%1%{"Jb",0,0}
ec%in%2%{"AL","DX",0}
ed%in%2%{"eAX","DX",0}
ee%out%2%{"DX","AL",0}
ef%out%2%{"DX","eAX",0}
f0%lock%0%{0,0,0}
f1%     //FIXME
f2%repne%0%{0,0,0}
f3%rep/repe%0%{0,0,0}
f4%hlt%0%{0,0,0}
f5%cmc%0%{0,0,0}
f6%     //FIXME
f7%     //FIXME
f8%clc%0%{0,0,0}
f9%stc%0%{0,0,0}
fa%cli%0%{0,0,0}
fb%sti%0%{0,0,0}
fc%cld%0%{0,0,0}
fd%std%0%{0,0,0}
fe%     //FIXME
ff%     //FIXME
